sector_purpose,year,value,scenario,variant,unit
Prozesswärme,2010,0.0,WWB,KKW50,PJ
Prozesswärme,2011,0.0,WWB,KKW50,PJ
Prozesswärme,2012,0.0,WWB,KKW50,PJ
Prozesswärme,2013,0.0,WWB,KKW50,PJ
Prozesswärme,2014,0.0,WWB,KKW50,PJ
Prozesswärme,2015,0.0,WWB,KKW50,PJ
Prozesswärme,2016,0.0,WWB,KKW50,PJ
Prozesswärme,2017,0.0,WWB,KKW50,PJ
Prozesswärme,2018,0.0,WWB,KKW50,PJ
Prozesswärme,2019,0.0,WWB,KKW50,PJ
Prozesswärme,2020,0.0,WWB,KKW50,PJ
Prozesswärme,2021,0.0,WWB,KKW50,PJ
Prozesswärme,2022,0.0,WWB,KKW50,PJ
Prozesswärme,2023,0.0,WWB,KKW50,PJ
Prozesswärme,2024,0.0,WWB,KKW50,PJ
Prozesswärme,2025,0.0,WWB,KKW50,PJ
Prozesswärme,2026,0.0,WWB,KKW50,PJ
Prozesswärme,2027,0.0,WWB,KKW50,PJ
Prozesswärme,2028,0.0,WWB,KKW50,PJ
Prozesswärme,2029,0.0,WWB,KKW50,PJ
Prozesswärme,2030,0.0,WWB,KKW50,PJ
Prozesswärme,2031,0.0,WWB,KKW50,PJ
Prozesswärme,2032,0.0,WWB,KKW50,PJ
Prozesswärme,2033,0.0,WWB,KKW50,PJ
Prozesswärme,2034,0.0,WWB,KKW50,PJ
Prozesswärme,2035,0.0,WWB,KKW50,PJ
Prozesswärme,2036,0.0,WWB,KKW50,PJ
Prozesswärme,2037,0.0,WWB,KKW50,PJ
Prozesswärme,2038,0.0,WWB,KKW50,PJ
Prozesswärme,2039,0.0,WWB,KKW50,PJ
Prozesswärme,2040,0.0,WWB,KKW50,PJ
Prozesswärme,2041,0.0,WWB,KKW50,PJ
Prozesswärme,2042,0.0,WWB,KKW50,PJ
Prozesswärme,2043,0.0,WWB,KKW50,PJ
Prozesswärme,2044,0.0,WWB,KKW50,PJ
Prozesswärme,2045,0.0,WWB,KKW50,PJ
Prozesswärme,2046,0.0,WWB,KKW50,PJ
Prozesswärme,2047,0.0,WWB,KKW50,PJ
Prozesswärme,2048,0.0,WWB,KKW50,PJ
Prozesswärme,2049,0.0,WWB,KKW50,PJ
Prozesswärme,2050,0.0,WWB,KKW50,PJ
Prozesswärme,2051,0.0,WWB,KKW50,PJ
Prozesswärme,2052,0.0,WWB,KKW50,PJ
Prozesswärme,2053,0.0,WWB,KKW50,PJ
Prozesswärme,2054,0.0,WWB,KKW50,PJ
Prozesswärme,2055,0.0,WWB,KKW50,PJ
Prozesswärme,2056,0.0,WWB,KKW50,PJ
Prozesswärme,2057,0.0,WWB,KKW50,PJ
Prozesswärme,2058,0.0,WWB,KKW50,PJ
Prozesswärme,2059,0.0,WWB,KKW50,PJ
Prozesswärme,2060,0.0,WWB,KKW50,PJ
Prozesskälte,2000,0.0,WWB,KKW50,PJ
Prozesskälte,2001,0.0,WWB,KKW50,PJ
Prozesskälte,2002,0.0,WWB,KKW50,PJ
Prozesskälte,2003,0.0,WWB,KKW50,PJ
Prozesskälte,2004,0.0,WWB,KKW50,PJ
Prozesskälte,2005,0.0,WWB,KKW50,PJ
Prozesskälte,2006,0.0,WWB,KKW50,PJ
Prozesskälte,2007,0.0,WWB,KKW50,PJ
Prozesskälte,2008,0.0,WWB,KKW50,PJ
Prozesskälte,2009,0.0,WWB,KKW50,PJ
Prozesskälte,2010,0.0,WWB,KKW50,PJ
Prozesskälte,2011,0.0,WWB,KKW50,PJ
Prozesskälte,2012,0.0,WWB,KKW50,PJ
Prozesskälte,2013,0.0,WWB,KKW50,PJ
Prozesskälte,2014,0.0,WWB,KKW50,PJ
Prozesskälte,2015,0.0,WWB,KKW50,PJ
Prozesskälte,2016,0.0,WWB,KKW50,PJ
Prozesskälte,2017,0.0,WWB,KKW50,PJ
Prozesskälte,2018,0.0,WWB,KKW50,PJ
Prozesskälte,2019,0.0,WWB,KKW50,PJ
Prozesskälte,2020,0.0,WWB,KKW50,PJ
Prozesskälte,2021,0.0,WWB,KKW50,PJ
Prozesskälte,2022,0.0,WWB,KKW50,PJ
Prozesskälte,2023,0.0,WWB,KKW50,PJ
Prozesskälte,2024,0.0,WWB,KKW50,PJ
Prozesskälte,2025,0.0,WWB,KKW50,PJ
Prozesskälte,2026,0.0,WWB,KKW50,PJ
Prozesskälte,2027,0.0,WWB,KKW50,PJ
Prozesskälte,2028,0.0,WWB,KKW50,PJ
Prozesskälte,2029,0.0,WWB,KKW50,PJ
Prozesskälte,2030,0.0,WWB,KKW50,PJ
Prozesskälte,2031,0.0,WWB,KKW50,PJ
Prozesskälte,2032,0.0,WWB,KKW50,PJ
Prozesskälte,2033,0.0,WWB,KKW50,PJ
Prozesskälte,2034,0.0,WWB,KKW50,PJ
Prozesskälte,2035,0.0,WWB,KKW50,PJ
Prozesskälte,2036,0.0,WWB,KKW50,PJ
Prozesskälte,2037,0.0,WWB,KKW50,PJ
Prozesskälte,2038,0.0,WWB,KKW50,PJ
Prozesskälte,2039,0.0,WWB,KKW50,PJ
Prozesskälte,2040,0.0,WWB,KKW50,PJ
Prozesskälte,2041,0.0,WWB,KKW50,PJ
Prozesskälte,2042,0.0,WWB,KKW50,PJ
Prozesskälte,2043,0.0,WWB,KKW50,PJ
Prozesskälte,2044,0.0,WWB,KKW50,PJ
Prozesskälte,2045,0.0,WWB,KKW50,PJ
Prozesskälte,2046,0.0,WWB,KKW50,PJ
Prozesskälte,2047,0.0,WWB,KKW50,PJ
Prozesskälte,2048,0.0,WWB,KKW50,PJ
Prozesskälte,2049,0.0,WWB,KKW50,PJ
Prozesskälte,2050,0.0,WWB,KKW50,PJ
Prozesskälte,2051,0.0,WWB,KKW50,PJ
Prozesskälte,2052,0.0,WWB,KKW50,PJ
Prozesskälte,2053,0.0,WWB,KKW50,PJ
Prozesskälte,2054,0.0,WWB,KKW50,PJ
Prozesskälte,2055,0.0,WWB,KKW50,PJ
Prozesskälte,2056,0.0,WWB,KKW50,PJ
Prozesskälte,2057,0.0,WWB,KKW50,PJ
Prozesskälte,2058,0.0,WWB,KKW50,PJ
Prozesskälte,2059,0.0,WWB,KKW50,PJ
Prozesskälte,2060,0.0,WWB,KKW50,PJ
Industrie,2000,111.01228333299512,WWB,KKW50,PJ
Industrie,2001,119.06577978728797,WWB,KKW50,PJ
Industrie,2002,109.77231849460811,WWB,KKW50,PJ
Industrie,2003,113.2030295037241,WWB,KKW50,PJ
Industrie,2004,114.98230772771612,WWB,KKW50,PJ
Industrie,2005,115.4232737054163,WWB,KKW50,PJ
Industrie,2006,118.27647331849137,WWB,KKW50,PJ
Industrie,2007,116.74182550501004,WWB,KKW50,PJ
Industrie,2008,119.02403301295655,WWB,KKW50,PJ
Industrie,2009,111.99437388628706,WWB,KKW50,PJ
Industrie,2010,116.65002675538638,WWB,KKW50,PJ
Industrie,2011,110.59886820673802,WWB,KKW50,PJ
Industrie,2012,113.26135302680255,WWB,KKW50,PJ
Industrie,2013,115.1566314697476,WWB,KKW50,PJ
Industrie,2014,108.53514557557148,WWB,KKW50,PJ
Industrie,2015,105.87779247589583,WWB,KKW50,PJ
Industrie,2016,106.96195277687636,WWB,KKW50,PJ
Industrie,2017,108.45353725629093,WWB,KKW50,PJ
Industrie,2018,103.78702343384604,WWB,KKW50,PJ
Industrie,2019,103.54309049686897,WWB,KKW50,PJ
Industrie,2020,101.15695956538588,WWB,KKW50,PJ
Industrie,2021,100.4255693339214,WWB,KKW50,PJ
Industrie,2022,99.75153498728992,WWB,KKW50,PJ
Industrie,2023,99.13410526393915,WWB,KKW50,PJ
Industrie,2024,98.5622224816813,WWB,KKW50,PJ
Industrie,2025,98.02923993877748,WWB,KKW50,PJ
Industrie,2026,97.45861897607345,WWB,KKW50,PJ
Industrie,2027,96.91291537877744,WWB,KKW50,PJ
Industrie,2028,96.39337334996382,WWB,KKW50,PJ
Industrie,2029,95.90488511438616,WWB,KKW50,PJ
Industrie,2030,95.4555709344971,WWB,KKW50,PJ
Industrie,2031,95.02884842900745,WWB,KKW50,PJ
Industrie,2032,94.63724199929915,WWB,KKW50,PJ
Industrie,2033,94.27992975041185,WWB,KKW50,PJ
Industrie,2034,93.95946792546006,WWB,KKW50,PJ
Industrie,2035,93.67540510072351,WWB,KKW50,PJ
Industrie,2036,93.34356641906663,WWB,KKW50,PJ
Industrie,2037,93.04081473985632,WWB,KKW50,PJ
Industrie,2038,92.76502064634775,WWB,KKW50,PJ
Industrie,2039,92.50816636725598,WWB,KKW50,PJ
Industrie,2040,92.2664472505105,WWB,KKW50,PJ
Industrie,2041,91.97559748983521,WWB,KKW50,PJ
Industrie,2042,91.69416330468668,WWB,KKW50,PJ
Industrie,2043,91.42183124431381,WWB,KKW50,PJ
Industrie,2044,91.15983317855462,WWB,KKW50,PJ
Industrie,2045,90.91009106090907,WWB,KKW50,PJ
Industrie,2046,90.62285242554266,WWB,KKW50,PJ
Industrie,2047,90.34982904769579,WWB,KKW50,PJ
Industrie,2048,90.09041993184886,WWB,KKW50,PJ
Industrie,2049,89.84481855470007,WWB,KKW50,PJ
Industrie,2050,89.61488520037288,WWB,KKW50,PJ
Industrie,2051,89.36975560863534,WWB,KKW50,PJ
Industrie,2052,89.14662952091567,WWB,KKW50,PJ
Industrie,2053,88.94411329005942,WWB,KKW50,PJ
Industrie,2054,88.76154753967045,WWB,KKW50,PJ
Industrie,2055,88.59651446733825,WWB,KKW50,PJ
Industrie,2056,88.46051059325352,WWB,KKW50,PJ
Industrie,2057,88.33664739655308,WWB,KKW50,PJ
Industrie,2058,88.22205214847213,WWB,KKW50,PJ
Industrie,2059,88.11404333226369,WWB,KKW50,PJ
Industrie,2060,88.00978942180215,WWB,KKW50,PJ
Raumwärme,2000,16.656595196234704,WWB,KKW50,PJ
Raumwärme,2001,20.18712625077892,WWB,KKW50,PJ
Raumwärme,2002,15.735944905787184,WWB,KKW50,PJ
Raumwärme,2003,19.514418099050452,WWB,KKW50,PJ
Raumwärme,2004,18.42908027896684,WWB,KKW50,PJ
Raumwärme,2005,18.96033718577867,WWB,KKW50,PJ
Raumwärme,2006,18.601759032896187,WWB,KKW50,PJ
Raumwärme,2007,14.136596952620936,WWB,KKW50,PJ
Raumwärme,2008,17.089984659418707,WWB,KKW50,PJ
Raumwärme,2009,18.30557718241533,WWB,KKW50,PJ
Raumwärme,2010,21.577991568077188,WWB,KKW50,PJ
Raumwärme,2011,13.86484394485283,WWB,KKW50,PJ
Raumwärme,2012,16.247682559227783,WWB,KKW50,PJ
Raumwärme,2013,19.95528973779106,WWB,KKW50,PJ
Raumwärme,2014,11.661572454221025,WWB,KKW50,PJ
Raumwärme,2015,14.389726285206311,WWB,KKW50,PJ
Raumwärme,2016,16.354641285525222,WWB,KKW50,PJ
Raumwärme,2017,15.8172153598603,WWB,KKW50,PJ
Raumwärme,2018,12.579328366842962,WWB,KKW50,PJ
Raumwärme,2019,13.919989011867516,WWB,KKW50,PJ
Raumwärme,2020,13.843744372639984,WWB,KKW50,PJ
Raumwärme,2021,13.367834222438374,WWB,KKW50,PJ
Raumwärme,2022,12.933941089262367,WWB,KKW50,PJ
Raumwärme,2023,12.538858594792433,WWB,KKW50,PJ
Raumwärme,2024,12.17240549214276,WWB,KKW50,PJ
Raumwärme,2025,11.832200648173396,WWB,KKW50,PJ
Raumwärme,2026,11.512289573987884,WWB,KKW50,PJ
Raumwärme,2027,11.21031636222704,WWB,KKW50,PJ
Raumwärme,2028,10.923239916619536,WWB,KKW50,PJ
Raumwärme,2029,10.648617909579153,WWB,KKW50,PJ
Raumwärme,2030,10.387763529196024,WWB,KKW50,PJ
Raumwärme,2031,10.134314503237574,WWB,KKW50,PJ
Raumwärme,2032,9.886981386200002,WWB,KKW50,PJ
Raumwärme,2033,9.645614803238006,WWB,KKW50,PJ
Raumwärme,2034,9.411979174686222,WWB,KKW50,PJ
Raumwärme,2035,9.18645825839859,WWB,KKW50,PJ
Raumwärme,2036,8.966047835562554,WWB,KKW50,PJ
Raumwärme,2037,8.761108965193332,WWB,KKW50,PJ
Raumwärme,2038,8.566747513415773,WWB,KKW50,PJ
Raumwärme,2039,8.381507515557953,WWB,KKW50,PJ
Raumwärme,2040,8.205761941914906,WWB,KKW50,PJ
Raumwärme,2041,8.034849176590471,WWB,KKW50,PJ
Raumwärme,2042,7.871010739130152,WWB,KKW50,PJ
Raumwärme,2043,7.7132546019684245,WWB,KKW50,PJ
Raumwärme,2044,7.560815096093929,WWB,KKW50,PJ
Raumwärme,2045,7.4136368079006285,WWB,KKW50,PJ
Raumwärme,2046,7.270047141392515,WWB,KKW50,PJ
Raumwärme,2047,7.131069969400348,WWB,KKW50,PJ
Raumwärme,2048,6.996007674335359,WWB,KKW50,PJ
Raumwärme,2049,6.864145614130262,WWB,KKW50,PJ
Raumwärme,2050,6.735864819224597,WWB,KKW50,PJ
Raumwärme,2051,6.612111317671483,WWB,KKW50,PJ
Raumwärme,2052,6.494844478643934,WWB,KKW50,PJ
Raumwärme,2053,6.382482532939821,WWB,KKW50,PJ
Raumwärme,2054,6.274207418467978,WWB,KKW50,PJ
Raumwärme,2055,6.168613935140575,WWB,KKW50,PJ
Raumwärme,2056,6.064755689931879,WWB,KKW50,PJ
Raumwärme,2057,5.9613285947414605,WWB,KKW50,PJ
Raumwärme,2058,5.857647922380772,WWB,KKW50,PJ
Raumwärme,2059,5.752605900101129,WWB,KKW50,PJ
Raumwärme,2060,5.645427540359865,WWB,KKW50,PJ
Warmwasser,2000,2.1041204973859076,WWB,KKW50,PJ
Warmwasser,2001,2.4321755672881373,WWB,KKW50,PJ
Warmwasser,2002,2.1932648360520433,WWB,KKW50,PJ
Warmwasser,2003,2.5480554091508227,WWB,KKW50,PJ
Warmwasser,2004,2.5861246821889803,WWB,KKW50,PJ
Warmwasser,2005,2.678738335383336,WWB,KKW50,PJ
Warmwasser,2006,2.856717307515431,WWB,KKW50,PJ
Warmwasser,2007,2.4813296861835936,WWB,KKW50,PJ
Warmwasser,2008,2.884382208348116,WWB,KKW50,PJ
Warmwasser,2009,3.21538432307526,WWB,KKW50,PJ
Warmwasser,2010,3.656335450286043,WWB,KKW50,PJ
Warmwasser,2011,2.349362324492121,WWB,KKW50,PJ
Warmwasser,2012,2.7531282296998585,WWB,KKW50,PJ
Warmwasser,2013,3.3813727778519276,WWB,KKW50,PJ
Warmwasser,2014,1.9760236088667227,WWB,KKW50,PJ
Warmwasser,2015,2.4383022938219243,WWB,KKW50,PJ
Warmwasser,2016,2.7712521121494817,WWB,KKW50,PJ
Warmwasser,2017,2.6801866643893426,WWB,KKW50,PJ
Warmwasser,2018,2.1315349996021573,WWB,KKW50,PJ
Warmwasser,2019,2.3587065149742625,WWB,KKW50,PJ
Warmwasser,2020,2.345787055977239,WWB,KKW50,PJ
Warmwasser,2021,2.2651452989423784,WWB,KKW50,PJ
Warmwasser,2022,2.1916232179154274,WWB,KKW50,PJ
Warmwasser,2023,2.1246775002956766,WWB,KKW50,PJ
Warmwasser,2024,2.0625829598534784,WWB,KKW50,PJ
Warmwasser,2025,2.0049361196719087,WWB,KKW50,PJ
Warmwasser,2026,1.950728006845783,WWB,KKW50,PJ
Warmwasser,2027,1.8995594189021618,WWB,KKW50,PJ
Warmwasser,2028,1.8509150498604314,WWB,KKW50,PJ
Warmwasser,2029,1.8043810535613507,WWB,KKW50,PJ
Warmwasser,2030,1.7601799463661727,WWB,KKW50,PJ
Warmwasser,2031,1.7172336575269802,WWB,KKW50,PJ
Warmwasser,2032,1.675323693803012,WWB,KKW50,PJ
Warmwasser,2033,1.6344247440090034,WWB,KKW50,PJ
Warmwasser,2034,1.5948357846552703,WWB,KKW50,PJ
Warmwasser,2035,1.5566218425280844,WWB,KKW50,PJ
Warmwasser,2036,1.5192738604378415,WWB,KKW50,PJ
Warmwasser,2037,1.48454749331936,WWB,KKW50,PJ
Warmwasser,2038,1.4516134427122258,WWB,KKW50,PJ
Warmwasser,2039,1.420224999128792,WWB,KKW50,PJ
Warmwasser,2040,1.3904453614310606,WWB,KKW50,PJ
Warmwasser,2041,1.361484630735131,WWB,KKW50,PJ
Warmwasser,2042,1.3337226267916382,WWB,KKW50,PJ
Warmwasser,2043,1.3069912530683325,WWB,KKW50,PJ
Warmwasser,2044,1.2811607689106865,WWB,KKW50,PJ
Warmwasser,2045,1.2562217846249717,WWB,KKW50,PJ
Warmwasser,2046,1.2318908831000543,WWB,KKW50,PJ
Warmwasser,2047,1.2083415569668836,WWB,KKW50,PJ
Warmwasser,2048,1.1854555967103364,WWB,KKW50,PJ
Warmwasser,2049,1.1631119080609778,WWB,KKW50,PJ
Warmwasser,2050,1.1413750556516755,WWB,KKW50,PJ
Warmwasser,2051,1.1204053415150208,WWB,KKW50,PJ
Warmwasser,2052,1.100534775743101,WWB,KKW50,PJ
Warmwasser,2053,1.08149533159257,WWB,KKW50,PJ
Warmwasser,2054,1.0631483905356063,WWB,KKW50,PJ
Warmwasser,2055,1.0452558450134204,WWB,KKW50,PJ
Warmwasser,2056,1.0276573311497454,WWB,KKW50,PJ
Warmwasser,2057,1.010131874553298,WWB,KKW50,PJ
Warmwasser,2058,0.9925634499542864,WWB,KKW50,PJ
Warmwasser,2059,0.9747643480953816,WWB,KKW50,PJ
Warmwasser,2060,0.9566032493207755,WWB,KKW50,PJ
Klimatisierung,2000,2.5070717595695293,WWB,KKW50,PJ
Klimatisierung,2001,3.6188876278022795,WWB,KKW50,PJ
Klimatisierung,2002,3.0346367999797548,WWB,KKW50,PJ
Klimatisierung,2003,3.125559536306462,WWB,KKW50,PJ
Klimatisierung,2004,3.4217256535440477,WWB,KKW50,PJ
Klimatisierung,2005,3.0446293442222303,WWB,KKW50,PJ
Klimatisierung,2006,2.7855726783172754,WWB,KKW50,PJ
Klimatisierung,2007,2.9393573643411504,WWB,KKW50,PJ
Klimatisierung,2008,2.8477591233404995,WWB,KKW50,PJ
Klimatisierung,2009,2.8415081525733705,WWB,KKW50,PJ
Klimatisierung,2010,2.577695272731766,WWB,KKW50,PJ
Klimatisierung,2011,2.916924806295961,WWB,KKW50,PJ
Klimatisierung,2012,2.6514993093537247,WWB,KKW50,PJ
Klimatisierung,2013,2.4320620738863936,WWB,KKW50,PJ
Klimatisierung,2014,2.529529628492188,WWB,KKW50,PJ
Klimatisierung,2015,2.421537057976731,WWB,KKW50,PJ
Klimatisierung,2016,2.5729870142308244,WWB,KKW50,PJ
Klimatisierung,2017,2.6191802631006937,WWB,KKW50,PJ
Klimatisierung,2018,2.593902676167299,WWB,KKW50,PJ
Klimatisierung,2019,2.5380753588096723,WWB,KKW50,PJ
Klimatisierung,2020,1.5073291124655923,WWB,KKW50,PJ
Klimatisierung,2021,1.517390147758654,WWB,KKW50,PJ
Klimatisierung,2022,1.5273471519851154,WWB,KKW50,PJ
Klimatisierung,2023,1.5374953275766818,WWB,KKW50,PJ
Klimatisierung,2024,1.5474760608605043,WWB,KKW50,PJ
Klimatisierung,2025,1.557307427541943,WWB,KKW50,PJ
Klimatisierung,2026,1.5668744749968844,WWB,KKW50,PJ
Klimatisierung,2027,1.576178179587695,WWB,KKW50,PJ
Klimatisierung,2028,1.5851397970216172,WWB,KKW50,PJ
Klimatisierung,2029,1.5936241126899726,WWB,KKW50,PJ
Klimatisierung,2030,1.60181244015114,WWB,KKW50,PJ
Klimatisierung,2031,1.6093963758118697,WWB,KKW50,PJ
Klimatisierung,2032,1.6164495072436895,WWB,KKW50,PJ
Klimatisierung,2033,1.6229618301036413,WWB,KKW50,PJ
Klimatisierung,2034,1.6290286576410535,WWB,KKW50,PJ
Klimatisierung,2035,1.6346353704542205,WWB,KKW50,PJ
Klimatisierung,2036,1.6387892757887452,WWB,KKW50,PJ
Klimatisierung,2037,1.6433885909387058,WWB,KKW50,PJ
Klimatisierung,2038,1.6475531301734931,WWB,KKW50,PJ
Klimatisierung,2039,1.6512551160124216,WWB,KKW50,PJ
Klimatisierung,2040,1.654577637635089,WWB,KKW50,PJ
Klimatisierung,2041,1.6571367450915058,WWB,KKW50,PJ
Klimatisierung,2042,1.6593214403761514,WWB,KKW50,PJ
Klimatisierung,2043,1.661050974997088,WWB,KKW50,PJ
Klimatisierung,2044,1.662304207636253,WWB,KKW50,PJ
Klimatisierung,2045,1.6631845390058868,WWB,KKW50,PJ
Klimatisierung,2046,1.6633776912198588,WWB,KKW50,PJ
Klimatisierung,2047,1.6631578406213643,WWB,KKW50,PJ
Klimatisierung,2048,1.6624380630289577,WWB,KKW50,PJ
Klimatisierung,2049,1.661216761260453,WWB,KKW50,PJ
Klimatisierung,2050,1.6595976641678616,WWB,KKW50,PJ
Klimatisierung,2051,1.6574687054602166,WWB,KKW50,PJ
Klimatisierung,2052,1.6547991964421143,WWB,KKW50,PJ
Klimatisierung,2053,1.6516213987635529,WWB,KKW50,PJ
Klimatisierung,2054,1.647934012903359,WWB,KKW50,PJ
Klimatisierung,2055,1.6437251014723615,WWB,KKW50,PJ
Klimatisierung,2056,1.639001281331594,WWB,KKW50,PJ
Klimatisierung,2057,1.6336809677610378,WWB,KKW50,PJ
Klimatisierung,2058,1.627814214433657,WWB,KKW50,PJ
Klimatisierung,2059,1.6213940339526527,WWB,KKW50,PJ
Klimatisierung,2060,1.6144376971318821,WWB,KKW50,PJ
Prozesswärme,2000,85.71485653371845,WWB,KKW50,PJ
Prozesswärme,2001,86.75783623379674,WWB,KKW50,PJ
Prozesswärme,2002,84.31705975496897,WWB,KKW50,PJ
Prozesswärme,2003,83.4081373905177,WWB,KKW50,PJ
Prozesswärme,2004,85.57429265130055,WWB,KKW50,PJ
Prozesswärme,2005,86.31018526875533,WWB,KKW50,PJ
Prozesswärme,2006,89.8490123803241,WWB,KKW50,PJ
Prozesswärme,2007,92.9607270923923,WWB,KKW50,PJ
Prozesswärme,2008,91.59255651162563,WWB,KKW50,PJ
Prozesswärme,2009,82.79646618751963,WWB,KKW50,PJ
Prozesswärme,2010,84.11041244859275,WWB,KKW50,PJ
Prozesswärme,2011,86.60000191728146,WWB,KKW50,PJ
Prozesswärme,2012,86.66431795979841,WWB,KKW50,PJ
Prozesswärme,2013,84.10576140298917,WWB,KKW50,PJ
Prozesswärme,2014,87.60593126637673,WWB,KKW50,PJ
Prozesswärme,2015,81.96280034427647,WWB,KKW50,PJ
Prozesswärme,2016,80.35423853337875,WWB,KKW50,PJ
Prozesswärme,2017,81.94175180424952,WWB,KKW50,PJ
Prozesswärme,2018,81.86168696126693,WWB,KKW50,PJ
Prozesswärme,2019,80.16650248011652,WWB,KKW50,PJ
Prozesswärme,2020,80.76190780696817,WWB,KKW50,PJ
Prozesswärme,2021,80.5695746117036,WWB,KKW50,PJ
Prozesswärme,2022,80.38543644783852,WWB,KKW50,PJ
Prozesswärme,2023,80.21216429996284,WWB,KKW50,PJ
Prozesswärme,2024,80.05104456468419,WWB,KKW50,PJ
Prozesswärme,2025,79.89818530974603,WWB,KKW50,PJ
Prozesswärme,2026,79.68504437269468,WWB,KKW50,PJ
Prozesswärme,2027,79.47612965502572,WWB,KKW50,PJ
Prozesswärme,2028,79.27632588010721,WWB,KKW50,PJ
Prozesswärme,2029,79.09348618468209,WWB,KKW50,PJ
Prozesswärme,2030,78.93401195038965,WWB,KKW50,PJ
Prozesswärme,2031,78.78894970185739,WWB,KKW50,PJ
Prozesswärme,2032,78.67259992959708,WWB,KKW50,PJ
Prozesswärme,2033,78.58443029042107,WWB,KKW50,PJ
Prozesswärme,2034,78.52496290008165,WWB,KKW50,PJ
Prozesswärme,2035,78.49332692163776,WWB,KKW50,PJ
Prozesswärme,2036,78.41044063338795,WWB,KKW50,PJ
Prozesswärme,2037,78.33883895463127,WWB,KKW50,PJ
Prozesswärme,2038,78.28259824150138,WWB,KKW50,PJ
Prozesswärme,2039,78.23534483692083,WWB,KKW50,PJ
Prozesswärme,2040,78.1926648501336,WWB,KKW50,PJ
Prozesswärme,2041,78.09731876606635,WWB,KKW50,PJ
Prozesswärme,2042,78.00353801305283,WWB,KKW50,PJ
Prozesswärme,2043,77.91223092271296,WWB,KKW50,PJ
Prozesswärme,2044,77.82553749268399,WWB,KKW50,PJ
Prozesswärme,2045,77.74533354815087,WWB,KKW50,PJ
Prozesswärme,2046,77.62525758483851,WWB,KKW50,PJ
Prozesswärme,2047,77.51438500498813,WWB,KKW50,PJ
Prozesswärme,2048,77.4130522656247,WWB,KKW50,PJ
Prozesswärme,2049,77.32227812888326,WWB,KKW50,PJ
Prozesswärme,2050,77.2433916951462,WWB,KKW50,PJ
Prozesswärme,2051,77.14529138504916,WWB,KKW50,PJ
Prozesswärme,2052,77.06215444540935,WWB,KKW50,PJ
Prozesswärme,2053,76.99438532581833,WWB,KKW50,PJ
Prozesswärme,2054,76.94229838470785,WWB,KKW50,PJ
Prozesswärme,2055,76.90511665556234,WWB,KKW50,PJ
Prozesswärme,2056,76.89514591907438,WWB,KKW50,PJ
Prozesswärme,2057,76.89740467200016,WWB,KKW50,PJ
Prozesswärme,2058,76.90979057990032,WWB,KKW50,PJ
Prozesswärme,2059,76.93090908762456,WWB,KKW50,PJ
Prozesswärme,2060,76.95881923996757,WWB,KKW50,PJ
Prozesskälte,2000,4.029639346086538,WWB,KKW50,PJ
Prozesskälte,2001,6.069754107621884,WWB,KKW50,PJ
Prozesskälte,2002,4.491412197820164,WWB,KKW50,PJ
Prozesskälte,2003,4.606859068698662,WWB,KKW50,PJ
Prozesskälte,2004,4.971084461715686,WWB,KKW50,PJ
Prozesskälte,2005,4.429383571276728,WWB,KKW50,PJ
Prozesskälte,2006,4.183411919438365,WWB,KKW50,PJ
Prozesskälte,2007,4.223814409472058,WWB,KKW50,PJ
Prozesskälte,2008,4.609350510223597,WWB,KKW50,PJ
Prozesskälte,2009,4.83543804070348,WWB,KKW50,PJ
Prozesskälte,2010,4.727592015698615,WWB,KKW50,PJ
Prozesskälte,2011,4.867735213815654,WWB,KKW50,PJ
Prozesskälte,2012,4.944724968722786,WWB,KKW50,PJ
Prozesskälte,2013,5.282145477229051,WWB,KKW50,PJ
Prozesskälte,2014,4.762088617614811,WWB,KKW50,PJ
Prozesskälte,2015,4.6654264946144,WWB,KKW50,PJ
Prozesskälte,2016,4.908833831592082,WWB,KKW50,PJ
Prozesskälte,2017,5.3952031646910665,WWB,KKW50,PJ
Prozesskälte,2018,4.620570429966709,WWB,KKW50,PJ
Prozesskälte,2019,4.559817131100993,WWB,KKW50,PJ
Prozesskälte,2020,2.698191217334896,WWB,KKW50,PJ
Prozesskälte,2021,2.705625053078386,WWB,KKW50,PJ
Prozesskälte,2022,2.713187080288496,WWB,KKW50,PJ
Prozesskälte,2023,2.7209095413115234,WWB,KKW50,PJ
Prozesskälte,2024,2.7287134041403824,WWB,KKW50,PJ
Prozesskälte,2025,2.736610433644198,WWB,KKW50,PJ
Prozesskälte,2026,2.743682547548226,WWB,KKW50,PJ
Prozesskälte,2027,2.750731763034832,WWB,KKW50,PJ
Prozesskälte,2028,2.757752706355036,WWB,KKW50,PJ
Prozesskälte,2029,2.764775853873586,WWB,KKW50,PJ
Prozesskälte,2030,2.771803068394114,WWB,KKW50,PJ
Prozesskälte,2031,2.778954190573645,WWB,KKW50,PJ
Prozesskälte,2032,2.785887482455365,WWB,KKW50,PJ
Prozesskälte,2033,2.792498082640142,WWB,KKW50,PJ
Prozesskälte,2034,2.7986614083958683,WWB,KKW50,PJ
Prozesskälte,2035,2.8043627077048474,WWB,KKW50,PJ
Prozesskälte,2036,2.8090148138895428,WWB,KKW50,PJ
Prozesskälte,2037,2.8129307357736533,WWB,KKW50,PJ
Prozesskälte,2038,2.8165083185448765,WWB,KKW50,PJ
Prozesskälte,2039,2.8198338996359866,WWB,KKW50,PJ
