mode,year,value,scenario,variant,unit
Total Diesel,2000,46.094737910134924,ZERO-Basis,KKW50,PJ
Total Diesel,2001,45.7014856860026,ZERO-Basis,KKW50,PJ
Total Diesel,2002,47.41681103718522,ZERO-Basis,KKW50,PJ
Total Diesel,2003,49.51508378744962,ZERO-Basis,KKW50,PJ
Total Diesel,2004,53.33377613372162,ZERO-Basis,KKW50,PJ
Total Diesel,2005,58.77959314830919,ZERO-Basis,KKW50,PJ
Total Diesel,2006,63.940294297300746,ZERO-Basis,KKW50,PJ
Total Diesel,2007,68.2505332778586,ZERO-Basis,KKW50,PJ
Total Diesel,2008,75.76408999628863,ZERO-Basis,KKW50,PJ
Total Diesel,2009,78.05986362494419,ZERO-Basis,KKW50,PJ
Total Diesel,2010,82.72633237926136,ZERO-Basis,KKW50,PJ
Total Diesel,2011,86.33936746046872,ZERO-Basis,KKW50,PJ
Total Diesel,2012,92.18965375058366,ZERO-Basis,KKW50,PJ
Total Diesel,2013,96.50709226014541,ZERO-Basis,KKW50,PJ
Total Diesel,2014,99.8247225187949,ZERO-Basis,KKW50,PJ
Total Diesel,2015,104.02955187473223,ZERO-Basis,KKW50,PJ
Total Diesel,2016,106.46774571747153,ZERO-Basis,KKW50,PJ
Total Diesel,2017,108.0562852192881,ZERO-Basis,KKW50,PJ
Total Diesel,2018,110.99045855996141,ZERO-Basis,KKW50,PJ
Total Diesel,2019,111.44128680864799,ZERO-Basis,KKW50,PJ
Total Diesel,2020,110.9317111441211,ZERO-Basis,KKW50,PJ
Total Diesel,2021,111.56912885896922,ZERO-Basis,KKW50,PJ
Total Diesel,2022,111.73611133555495,ZERO-Basis,KKW50,PJ
Total Diesel,2023,111.42543689890185,ZERO-Basis,KKW50,PJ
Total Diesel,2024,110.67157893829432,ZERO-Basis,KKW50,PJ
Total Diesel,2025,109.492289824237,ZERO-Basis,KKW50,PJ
Total Diesel,2026,108.04266444478809,ZERO-Basis,KKW50,PJ
Total Diesel,2027,105.83399187306158,ZERO-Basis,KKW50,PJ
Total Diesel,2028,103.19296580148588,ZERO-Basis,KKW50,PJ
Total Diesel,2029,100.17403728282913,ZERO-Basis,KKW50,PJ
Total Diesel,2030,96.85271466557442,ZERO-Basis,KKW50,PJ
Total Diesel,2031,93.35937609281497,ZERO-Basis,KKW50,PJ
Total Diesel,2032,89.69406131246211,ZERO-Basis,KKW50,PJ
Total Diesel,2033,85.86671873356106,ZERO-Basis,KKW50,PJ
Total Diesel,2034,81.9039236669351,ZERO-Basis,KKW50,PJ
Total Diesel,2035,77.83285661988468,ZERO-Basis,KKW50,PJ
Total Diesel,2036,73.71224136959125,ZERO-Basis,KKW50,PJ
Total Diesel,2037,69.37345449348949,ZERO-Basis,KKW50,PJ
Total Diesel,2038,65.02057349790324,ZERO-Basis,KKW50,PJ
Total Diesel,2039,60.70075189193048,ZERO-Basis,KKW50,PJ
Total Diesel,2040,56.4363593904626,ZERO-Basis,KKW50,PJ
Total Diesel,2041,52.376235173052855,ZERO-Basis,KKW50,PJ
Total Diesel,2042,48.524425624126195,ZERO-Basis,KKW50,PJ
Total Diesel,2043,44.88009724389496,ZERO-Basis,KKW50,PJ
Total Diesel,2044,41.4362871894141,ZERO-Basis,KKW50,PJ
Total Diesel,2045,38.19193057598845,ZERO-Basis,KKW50,PJ
Total Diesel,2046,35.165132135820386,ZERO-Basis,KKW50,PJ
Total Diesel,2047,32.3612079489312,ZERO-Basis,KKW50,PJ
Total Diesel,2048,29.751280342131736,ZERO-Basis,KKW50,PJ
Total Diesel,2049,27.34270958042512,ZERO-Basis,KKW50,PJ
Total Diesel,2050,25.13097740704106,ZERO-Basis,KKW50,PJ
Total Diesel,2051,23.11310834461281,ZERO-Basis,KKW50,PJ
Total Diesel,2052,21.279922652880533,ZERO-Basis,KKW50,PJ
Total Diesel,2053,19.620198814215577,ZERO-Basis,KKW50,PJ
Total Diesel,2054,18.119963914305643,ZERO-Basis,KKW50,PJ
Total Diesel,2055,16.764017725704882,ZERO-Basis,KKW50,PJ
Total Diesel,2056,15.511148087545635,ZERO-Basis,KKW50,PJ
Total Diesel,2057,14.347702331850961,ZERO-Basis,KKW50,PJ
Total Diesel,2058,13.258826313161855,ZERO-Basis,KKW50,PJ
Total Diesel,2059,12.234326216119387,ZERO-Basis,KKW50,PJ
Total Diesel,2060,11.26533897326263,ZERO-Basis,KKW50,PJ
Diesel,2000,46.04555633806292,ZERO-Basis,KKW50,PJ
Diesel,2001,45.649870588291094,ZERO-Basis,KKW50,PJ
Diesel,2002,47.368283347766976,ZERO-Basis,KKW50,PJ
Diesel,2003,49.450487653445634,ZERO-Basis,KKW50,PJ
Diesel,2004,53.24037313840203,ZERO-Basis,KKW50,PJ
Diesel,2005,58.58346546073998,ZERO-Basis,KKW50,PJ
Diesel,2006,63.666822198204585,ZERO-Basis,KKW50,PJ
Diesel,2007,67.8883638854591,ZERO-Basis,KKW50,PJ
Diesel,2008,75.36534932509127,ZERO-Basis,KKW50,PJ
Diesel,2009,77.76944861004617,ZERO-Basis,KKW50,PJ
Diesel,2010,82.37533311398596,ZERO-Basis,KKW50,PJ
Diesel,2011,86.05100353779657,ZERO-Basis,KKW50,PJ
Diesel,2012,91.8550432733103,ZERO-Basis,KKW50,PJ
Diesel,2013,96.208467265875,ZERO-Basis,KKW50,PJ
Diesel,2014,99.25565478843306,ZERO-Basis,KKW50,PJ
Diesel,2015,102.72371450196103,ZERO-Basis,KKW50,PJ
Diesel,2016,104.06067317966726,ZERO-Basis,KKW50,PJ
Diesel,2017,104.02630819674405,ZERO-Basis,KKW50,PJ
Diesel,2018,105.33248350668184,ZERO-Basis,KKW50,PJ
Diesel,2019,105.50209093703026,ZERO-Basis,KKW50,PJ
Diesel,2020,105.69520738126228,ZERO-Basis,KKW50,PJ
Diesel,2021,107.71971710153514,ZERO-Basis,KKW50,PJ
Diesel,2022,108.22297928448745,ZERO-Basis,KKW50,PJ
Diesel,2023,108.22117685894645,ZERO-Basis,KKW50,PJ
Diesel,2024,107.74834035515553,ZERO-Basis,KKW50,PJ
Diesel,2025,106.82179678821272,ZERO-Basis,KKW50,PJ
Diesel,2026,105.60468856269684,ZERO-Basis,KKW50,PJ
Diesel,2027,103.59267379385533,ZERO-Basis,KKW50,PJ
Diesel,2028,101.12234686285846,ZERO-Basis,KKW50,PJ
Diesel,2029,98.2488658040008,ZERO-Basis,KKW50,PJ
Diesel,2030,95.04925677607835,ZERO-Basis,KKW50,PJ
Diesel,2031,91.6260677649023,ZERO-Basis,KKW50,PJ
Diesel,2032,87.75872813069145,ZERO-Basis,KKW50,PJ
Diesel,2033,83.72946925434607,ZERO-Basis,KKW50,PJ
Diesel,2034,79.56499932604835,ZERO-Basis,KKW50,PJ
Diesel,2035,75.29052495579057,ZERO-Basis,KKW50,PJ
Diesel,2036,70.96117803840332,ZERO-Basis,KKW50,PJ
Diesel,2037,66.40629515014317,ZERO-Basis,KKW50,PJ
Diesel,2038,61.837939138972374,ZERO-Basis,KKW50,PJ
Diesel,2039,57.30554936785111,ZERO-Basis,KKW50,PJ
Diesel,2040,52.83199377528995,ZERO-Basis,KKW50,PJ
Diesel,2041,47.51389412149128,ZERO-Basis,KKW50,PJ
Diesel,2042,42.40927253364353,ZERO-Basis,KKW50,PJ
Diesel,2043,37.51698331996429,ZERO-Basis,KKW50,PJ
Diesel,2044,32.829974939518024,ZERO-Basis,KKW50,PJ
Diesel,2045,25.216225500307544,ZERO-Basis,KKW50,PJ
Diesel,2046,18.574225956592986,ZERO-Basis,KKW50,PJ
Diesel,2047,12.819894229468211,ZERO-Basis,KKW50,PJ
Diesel,2048,7.8573142419792354,ZERO-Basis,KKW50,PJ
Diesel,2049,3.6106053072333535,ZERO-Basis,KKW50,PJ
Diesel,2050,0.0,ZERO-Basis,KKW50,PJ
Diesel,2051,0.0,ZERO-Basis,KKW50,PJ
Diesel,2052,0.0,ZERO-Basis,KKW50,PJ
Diesel,2053,0.0,ZERO-Basis,KKW50,PJ
Diesel,2054,0.0,ZERO-Basis,KKW50,PJ
Diesel,2055,0.0,ZERO-Basis,KKW50,PJ
Diesel,2056,0.0,ZERO-Basis,KKW50,PJ
Diesel,2057,0.0,ZERO-Basis,KKW50,PJ
Diesel,2058,0.0,ZERO-Basis,KKW50,PJ
Diesel,2059,0.0,ZERO-Basis,KKW50,PJ
Diesel,2060,0.0,ZERO-Basis,KKW50,PJ
Biogene Dieseltreibstoffe,2000,0.049181572072001835,ZERO-Basis,KKW50,PJ
Biogene Dieseltreibstoffe,2001,0.05161509771150182,ZERO-Basis,KKW50,PJ
Biogene Dieseltreibstoffe,2002,0.04852768941824599,ZERO-Basis,KKW50,PJ
Biogene Dieseltreibstoffe,2003,0.06459613400398229,ZERO-Basis,KKW50,PJ
Biogene Dieseltreibstoffe,2004,0.09340299531959087,ZERO-Basis,KKW50,PJ
Biogene Dieseltreibstoffe,2005,0.1961276875692064,ZERO-Basis,KKW50,PJ
Biogene Dieseltreibstoffe,2006,0.2734720990961616,ZERO-Basis,KKW50,PJ
Biogene Dieseltreibstoffe,2007,0.36216939239949164,ZERO-Basis,KKW50,PJ
Biogene Dieseltreibstoffe,2008,0.39874067119736445,ZERO-Basis,KKW50,PJ
Biogene Dieseltreibstoffe,2009,0.2904150148980159,ZERO-Basis,KKW50,PJ
Biogene Dieseltreibstoffe,2010,0.35099926527540526,ZERO-Basis,KKW50,PJ
Biogene Dieseltreibstoffe,2011,0.28836392267214705,ZERO-Basis,KKW50,PJ
Biogene Dieseltreibstoffe,2012,0.3346104772733527,ZERO-Basis,KKW50,PJ
Biogene Dieseltreibstoffe,2013,0.29862499427041206,ZERO-Basis,KKW50,PJ
Biogene Dieseltreibstoffe,2014,0.5690677303618307,ZERO-Basis,KKW50,PJ
Biogene Dieseltreibstoffe,2015,1.3058373727712083,ZERO-Basis,KKW50,PJ
Biogene Dieseltreibstoffe,2016,2.407072537804267,ZERO-Basis,KKW50,PJ
Biogene Dieseltreibstoffe,2017,4.0299770225440525,ZERO-Basis,KKW50,PJ
Biogene Dieseltreibstoffe,2018,5.657975053279572,ZERO-Basis,KKW50,PJ
Biogene Dieseltreibstoffe,2019,5.93919587161772,ZERO-Basis,KKW50,PJ
Biogene Dieseltreibstoffe,2020,5.23650376285881,ZERO-Basis,KKW50,PJ
Biogene Dieseltreibstoffe,2021,3.8494117574340856,ZERO-Basis,KKW50,PJ
Biogene Dieseltreibstoffe,2022,3.5131320510675046,ZERO-Basis,KKW50,PJ
Biogene Dieseltreibstoffe,2023,3.2042600399554035,ZERO-Basis,KKW50,PJ
Biogene Dieseltreibstoffe,2024,2.9232385831387875,ZERO-Basis,KKW50,PJ
Biogene Dieseltreibstoffe,2025,2.670493036024285,ZERO-Basis,KKW50,PJ
Biogene Dieseltreibstoffe,2026,2.4379758820912496,ZERO-Basis,KKW50,PJ
Biogene Dieseltreibstoffe,2027,2.24131807920625,ZERO-Basis,KKW50,PJ
Biogene Dieseltreibstoffe,2028,2.0706189386274225,ZERO-Basis,KKW50,PJ
Biogene Dieseltreibstoffe,2029,1.925171478828333,ZERO-Basis,KKW50,PJ
Biogene Dieseltreibstoffe,2030,1.8034578894960704,ZERO-Basis,KKW50,PJ
Biogene Dieseltreibstoffe,2031,1.733308327912672,ZERO-Basis,KKW50,PJ
Biogene Dieseltreibstoffe,2032,1.9353331817706647,ZERO-Basis,KKW50,PJ
Biogene Dieseltreibstoffe,2033,2.137249479214985,ZERO-Basis,KKW50,PJ
Biogene Dieseltreibstoffe,2034,2.338924340886744,ZERO-Basis,KKW50,PJ
Biogene Dieseltreibstoffe,2035,2.542331664094101,ZERO-Basis,KKW50,PJ
Biogene Dieseltreibstoffe,2036,2.7510633311879427,ZERO-Basis,KKW50,PJ
Biogene Dieseltreibstoffe,2037,2.9671593433463275,ZERO-Basis,KKW50,PJ
Biogene Dieseltreibstoffe,2038,3.182634358930875,ZERO-Basis,KKW50,PJ
Biogene Dieseltreibstoffe,2039,3.395202524079373,ZERO-Basis,KKW50,PJ
Biogene Dieseltreibstoffe,2040,3.604365615172644,ZERO-Basis,KKW50,PJ
Biogene Dieseltreibstoffe,2041,3.8869608417992567,ZERO-Basis,KKW50,PJ
Biogene Dieseltreibstoffe,2042,4.161705503688324,ZERO-Basis,KKW50,PJ
Biogene Dieseltreibstoffe,2043,4.428682293599586,ZERO-Basis,KKW50,PJ
Biogene Dieseltreibstoffe,2044,4.687622814436242,ZERO-Basis,KKW50,PJ
Biogene Dieseltreibstoffe,2045,4.929358599289285,ZERO-Basis,KKW50,PJ
Biogene Dieseltreibstoffe,2046,5.0280052406615585,ZERO-Basis,KKW50,PJ
Biogene Dieseltreibstoffe,2047,5.122079435154934,ZERO-Basis,KKW50,PJ
Biogene Dieseltreibstoffe,2048,5.202083532808682,ZERO-Basis,KKW50,PJ
Biogene Dieseltreibstoffe,2049,5.274165335081924,ZERO-Basis,KKW50,PJ
Biogene Dieseltreibstoffe,2050,5.339874030305206,ZERO-Basis,KKW50,PJ
Biogene Dieseltreibstoffe,2051,5.406257704767387,ZERO-Basis,KKW50,PJ
Biogene Dieseltreibstoffe,2052,5.469213442940398,ZERO-Basis,KKW50,PJ
Biogene Dieseltreibstoffe,2053,5.530574800384054,ZERO-Basis,KKW50,PJ
Biogene Dieseltreibstoffe,2054,5.592152588193388,ZERO-Basis,KKW50,PJ
Biogene Dieseltreibstoffe,2055,5.655995378580208,ZERO-Basis,KKW50,PJ
Biogene Dieseltreibstoffe,2056,5.729780576234153,ZERO-Basis,KKW50,PJ
Biogene Dieseltreibstoffe,2057,5.809461593393959,ZERO-Basis,KKW50,PJ
Biogene Dieseltreibstoffe,2058,5.897802229274723,ZERO-Basis,KKW50,PJ
Biogene Dieseltreibstoffe,2059,5.9980400240209875,ZERO-Basis,KKW50,PJ
Biogene Dieseltreibstoffe,2060,6.114446902535085,ZERO-Basis,KKW50,PJ
PtDiesel,2000,0.0,ZERO-Basis,KKW50,PJ
PtDiesel,2001,0.0,ZERO-Basis,KKW50,PJ
PtDiesel,2002,0.0,ZERO-Basis,KKW50,PJ
PtDiesel,2003,0.0,ZERO-Basis,KKW50,PJ
PtDiesel,2004,0.0,ZERO-Basis,KKW50,PJ
PtDiesel,2005,0.0,ZERO-Basis,KKW50,PJ
PtDiesel,2006,0.0,ZERO-Basis,KKW50,PJ
PtDiesel,2007,0.0,ZERO-Basis,KKW50,PJ
PtDiesel,2008,0.0,ZERO-Basis,KKW50,PJ
PtDiesel,2009,0.0,ZERO-Basis,KKW50,PJ
PtDiesel,2010,0.0,ZERO-Basis,KKW50,PJ
PtDiesel,2011,0.0,ZERO-Basis,KKW50,PJ
PtDiesel,2012,0.0,ZERO-Basis,KKW50,PJ
PtDiesel,2013,0.0,ZERO-Basis,KKW50,PJ
PtDiesel,2014,0.0,ZERO-Basis,KKW50,PJ
PtDiesel,2015,0.0,ZERO-Basis,KKW50,PJ
PtDiesel,2016,0.0,ZERO-Basis,KKW50,PJ
PtDiesel,2017,0.0,ZERO-Basis,KKW50,PJ
PtDiesel,2018,0.0,ZERO-Basis,KKW50,PJ
PtDiesel,2019,0.0,ZERO-Basis,KKW50,PJ
PtDiesel,2020,0.0,ZERO-Basis,KKW50,PJ
PtDiesel,2021,0.0,ZERO-Basis,KKW50,PJ
PtDiesel,2022,0.0,ZERO-Basis,KKW50,PJ
PtDiesel,2023,0.0,ZERO-Basis,KKW50,PJ
PtDiesel,2024,0.0,ZERO-Basis,KKW50,PJ
PtDiesel,2025,0.0,ZERO-Basis,KKW50,PJ
PtDiesel,2026,0.0,ZERO-Basis,KKW50,PJ
PtDiesel,2027,0.0,ZERO-Basis,KKW50,PJ
PtDiesel,2028,0.0,ZERO-Basis,KKW50,PJ
PtDiesel,2029,0.0,ZERO-Basis,KKW50,PJ
PtDiesel,2030,0.0,ZERO-Basis,KKW50,PJ
PtDiesel,2031,0.0,ZERO-Basis,KKW50,PJ
PtDiesel,2032,0.0,ZERO-Basis,KKW50,PJ
PtDiesel,2033,0.0,ZERO-Basis,KKW50,PJ
PtDiesel,2034,0.0,ZERO-Basis,KKW50,PJ
PtDiesel,2035,0.0,ZERO-Basis,KKW50,PJ
PtDiesel,2036,0.0,ZERO-Basis,KKW50,PJ
PtDiesel,2037,0.0,ZERO-Basis,KKW50,PJ
PtDiesel,2038,0.0,ZERO-Basis,KKW50,PJ
PtDiesel,2039,0.0,ZERO-Basis,KKW50,PJ
PtDiesel,2040,0.0,ZERO-Basis,KKW50,PJ
PtDiesel,2041,0.9753802097623152,ZERO-Basis,KKW50,PJ
PtDiesel,2042,1.9534475867943382,ZERO-Basis,KKW50,PJ
PtDiesel,2043,2.934431630331085,ZERO-Basis,KKW50,PJ
PtDiesel,2044,3.9186894354598367,ZERO-Basis,KKW50,PJ
PtDiesel,2045,8.046346476391616,ZERO-Basis,KKW50,PJ
PtDiesel,2046,11.562900938565841,ZERO-Basis,KKW50,PJ
PtDiesel,2047,14.419234284308057,ZERO-Basis,KKW50,PJ
PtDiesel,2048,16.691882567343818,ZERO-Basis,KKW50,PJ
PtDiesel,2049,18.45793893810984,ZERO-Basis,KKW50,PJ
PtDiesel,2050,19.79110337673585,ZERO-Basis,KKW50,PJ
PtDiesel,2051,17.706850639845424,ZERO-Basis,KKW50,PJ
PtDiesel,2052,15.810709209940136,ZERO-Basis,KKW50,PJ
PtDiesel,2053,14.089624013831521,ZERO-Basis,KKW50,PJ
PtDiesel,2054,12.527811326112253,ZERO-Basis,KKW50,PJ
PtDiesel,2055,11.108022347124676,ZERO-Basis,KKW50,PJ
PtDiesel,2056,9.781367511311483,ZERO-Basis,KKW50,PJ
PtDiesel,2057,8.538240738457002,ZERO-Basis,KKW50,PJ
PtDiesel,2058,7.361024083887132,ZERO-Basis,KKW50,PJ
PtDiesel,2059,6.236286192098399,ZERO-Basis,KKW50,PJ
PtDiesel,2060,5.1508920707275445,ZERO-Basis,KKW50,PJ
Total Benzin,2000,146.74154178588324,ZERO-Basis,KKW50,PJ
Total Benzin,2001,150.04839564870525,ZERO-Basis,KKW50,PJ
Total Benzin,2002,146.72756924439756,ZERO-Basis,KKW50,PJ
Total Benzin,2003,144.2679048021638,ZERO-Basis,KKW50,PJ
Total Benzin,2004,141.10376435100574,ZERO-Basis,KKW50,PJ
Total Benzin,2005,136.22858507237729,ZERO-Basis,KKW50,PJ
Total Benzin,2006,131.08844830564956,ZERO-Basis,KKW50,PJ
Total Benzin,2007,127.13784986465512,ZERO-Basis,KKW50,PJ
Total Benzin,2008,124.92514009485697,ZERO-Basis,KKW50,PJ
Total Benzin,2009,121.93017097588675,ZERO-Basis,KKW50,PJ
Total Benzin,2010,118.96985936870777,ZERO-Basis,KKW50,PJ
Total Benzin,2011,115.60335360205013,ZERO-Basis,KKW50,PJ
Total Benzin,2012,111.227573930376,ZERO-Basis,KKW50,PJ
Total Benzin,2013,105.07724803803062,ZERO-Basis,KKW50,PJ
Total Benzin,2014,101.11051653415674,ZERO-Basis,KKW50,PJ
Total Benzin,2015,96.6499767941584,ZERO-Basis,KKW50,PJ
Total Benzin,2016,93.95908961409644,ZERO-Basis,KKW50,PJ
Total Benzin,2017,91.03829130372193,ZERO-Basis,KKW50,PJ
Total Benzin,2018,89.72737378367279,ZERO-Basis,KKW50,PJ
Total Benzin,2019,89.0894522386696,ZERO-Basis,KKW50,PJ
Total Benzin,2020,82.76662947402322,ZERO-Basis,KKW50,PJ
Total Benzin,2021,80.55363912968686,ZERO-Basis,KKW50,PJ
Total Benzin,2022,78.18250234535962,ZERO-Basis,KKW50,PJ
Total Benzin,2023,75.74651194574197,ZERO-Basis,KKW50,PJ
Total Benzin,2024,73.25315180276473,ZERO-Basis,KKW50,PJ
Total Benzin,2025,70.7100065656205,ZERO-Basis,KKW50,PJ
Total Benzin,2026,68.36488282493485,ZERO-Basis,KKW50,PJ
Total Benzin,2027,65.75064872648106,ZERO-Basis,KKW50,PJ
Total Benzin,2028,63.13963269089165,ZERO-Basis,KKW50,PJ
Total Benzin,2029,60.53879077019556,ZERO-Basis,KKW50,PJ
Total Benzin,2030,57.965710983324826,ZERO-Basis,KKW50,PJ
Total Benzin,2031,55.41123199649459,ZERO-Basis,KKW50,PJ
Total Benzin,2032,52.8404447622524,ZERO-Basis,KKW50,PJ
Total Benzin,2033,50.24924402442508,ZERO-Basis,KKW50,PJ
Total Benzin,2034,47.64181172305594,ZERO-Basis,KKW50,PJ
Total Benzin,2035,45.02020804204841,ZERO-Basis,KKW50,PJ
Total Benzin,2036,42.41903769982576,ZERO-Basis,KKW50,PJ
Total Benzin,2037,39.68589396743608,ZERO-Basis,KKW50,PJ
Total Benzin,2038,36.983670497828385,ZERO-Basis,KKW50,PJ
Total Benzin,2039,34.33120316239258,ZERO-Basis,KKW50,PJ
Total Benzin,2040,31.735936508618963,ZERO-Basis,KKW50,PJ
Total Benzin,2041,29.283892030625342,ZERO-Basis,KKW50,PJ
Total Benzin,2042,26.953401147965703,ZERO-Basis,KKW50,PJ
Total Benzin,2043,24.74325009425936,ZERO-Basis,KKW50,PJ
Total Benzin,2044,22.65389283047102,ZERO-Basis,KKW50,PJ
Total Benzin,2045,20.684251872011796,ZERO-Basis,KKW50,PJ
Total Benzin,2046,18.83779767571708,ZERO-Basis,KKW50,PJ
Total Benzin,2047,17.0306462101409,ZERO-Basis,KKW50,PJ
Total Benzin,2048,15.423338181379325,ZERO-Basis,KKW50,PJ
Total Benzin,2049,13.927135185802756,ZERO-Basis,KKW50,PJ
Total Benzin,2050,12.540061205547433,ZERO-Basis,KKW50,PJ
Total Benzin,2051,11.27608407996967,ZERO-Basis,KKW50,PJ
Total Benzin,2052,10.131708109996426,ZERO-Basis,KKW50,PJ
Total Benzin,2053,9.101750618099846,ZERO-Basis,KKW50,PJ
Total Benzin,2054,8.180090673551659,ZERO-Basis,KKW50,PJ
Total Benzin,2055,7.359483751838394,ZERO-Basis,KKW50,PJ
Total Benzin,2056,6.627888367459973,ZERO-Basis,KKW50,PJ
Total Benzin,2057,5.975243394778125,ZERO-Basis,KKW50,PJ
Total Benzin,2058,5.389743078825967,ZERO-Basis,KKW50,PJ
Total Benzin,2059,4.8634515394966025,ZERO-Basis,KKW50,PJ
Total Benzin,2060,4.388381411844264,ZERO-Basis,KKW50,PJ
Benzin,2000,146.74154178588324,ZERO-Basis,KKW50,PJ
Benzin,2001,150.04839564870525,ZERO-Basis,KKW50,PJ
Benzin,2002,146.72756924439756,ZERO-Basis,KKW50,PJ
Benzin,2003,144.2679048021638,ZERO-Basis,KKW50,PJ
Benzin,2004,141.10376435100574,ZERO-Basis,KKW50,PJ
Benzin,2005,136.22858507237729,ZERO-Basis,KKW50,PJ
Benzin,2006,131.08844830564956,ZERO-Basis,KKW50,PJ
Benzin,2007,127.13784986465512,ZERO-Basis,KKW50,PJ
Benzin,2008,124.92514009485697,ZERO-Basis,KKW50,PJ
Benzin,2009,121.93017097588675,ZERO-Basis,KKW50,PJ
Benzin,2010,118.96734968435801,ZERO-Basis,KKW50,PJ
Benzin,2011,115.49312948261515,ZERO-Basis,KKW50,PJ
Benzin,2012,111.10194562852487,ZERO-Basis,KKW50,PJ
Benzin,2013,104.9510117460222,ZERO-Basis,KKW50,PJ
Benzin,2014,100.91513676474474,ZERO-Basis,KKW50,PJ
Benzin,2015,96.07521914765516,ZERO-Basis,KKW50,PJ
Benzin,2016,93.12172584421425,ZERO-Basis,KKW50,PJ
Benzin,2017,89.9628466826274,ZERO-Basis,KKW50,PJ
Benzin,2018,88.5457157383681,ZERO-Basis,KKW50,PJ
Benzin,2019,87.93341130886279,ZERO-Basis,KKW50,PJ
Benzin,2020,81.52488781502579,ZERO-Basis,KKW50,PJ
Benzin,2021,78.94233055776893,ZERO-Basis,KKW50,PJ
Benzin,2022,76.22771092049057,ZERO-Basis,KKW50,PJ
Benzin,2023,73.47389479142325,ZERO-Basis,KKW50,PJ
Benzin,2024,70.68907694003776,ZERO-Basis,KKW50,PJ
Benzin,2025,67.88139927963887,ZERO-Basis,KKW50,PJ
Benzin,2026,65.28826301814067,ZERO-Basis,KKW50,PJ
Benzin,2027,62.46292393857426,ZERO-Basis,KKW50,PJ
Benzin,2028,59.66676803392925,ZERO-Basis,KKW50,PJ
Benzin,2029,56.90628615639284,ZERO-Basis,KKW50,PJ
Benzin,2030,54.19777020754988,ZERO-Basis,KKW50,PJ
Benzin,2031,51.532445769125346,ZERO-Basis,KKW50,PJ
Benzin,2032,49.14161364070549,ZERO-Basis,KKW50,PJ
Benzin,2033,46.731796953946905,ZERO-Basis,KKW50,PJ
Benzin,2034,44.3068849130908,ZERO-Basis,KKW50,PJ
Benzin,2035,41.86879348916782,ZERO-Basis,KKW50,PJ
Benzin,2036,39.44970507031935,ZERO-Basis,KKW50,PJ
Benzin,2037,36.90788139858604,ZERO-Basis,KKW50,PJ
Benzin,2038,34.39481357124689,ZERO-Basis,KKW50,PJ
Benzin,2039,31.928018948698725,ZERO-Basis,KKW50,PJ
Benzin,2040,29.51442096010917,ZERO-Basis,KKW50,PJ
Benzin,2041,27.23401959502703,ZERO-Basis,KKW50,PJ
Benzin,2042,25.066663073632657,ZERO-Basis,KKW50,PJ
Benzin,2043,23.011222593191754,ZERO-Basis,KKW50,PJ
Benzin,2044,21.068120337401588,ZERO-Basis,KKW50,PJ
Benzin,2045,16.030295065963163,ZERO-Basis,KKW50,PJ
Benzin,2046,11.679434561751641,ZERO-Basis,KKW50,PJ
Benzin,2047,7.919250489618842,ZERO-Basis,KKW50,PJ
Benzin,2048,4.781234837376719,ZERO-Basis,KKW50,PJ
Benzin,2049,2.158706018652706,ZERO-Basis,KKW50,PJ
Benzin,2050,0.0,ZERO-Basis,KKW50,PJ
Benzin,2051,0.0,ZERO-Basis,KKW50,PJ
Benzin,2052,0.0,ZERO-Basis,KKW50,PJ
Benzin,2053,0.0,ZERO-Basis,KKW50,PJ
Benzin,2054,0.0,ZERO-Basis,KKW50,PJ
Benzin,2055,0.0,ZERO-Basis,KKW50,PJ
Benzin,2056,0.0,ZERO-Basis,KKW50,PJ
Benzin,2057,0.0,ZERO-Basis,KKW50,PJ
Benzin,2058,0.0,ZERO-Basis,KKW50,PJ
Benzin,2059,0.0,ZERO-Basis,KKW50,PJ
Benzin,2060,0.0,ZERO-Basis,KKW50,PJ
Biogene Benzintreibstoffe,2000,0.0,ZERO-Basis,KKW50,PJ
Biogene Benzintreibstoffe,2001,0.0,ZERO-Basis,KKW50,PJ
Biogene Benzintreibstoffe,2002,0.0,ZERO-Basis,KKW50,PJ
Biogene Benzintreibstoffe,2003,0.0,ZERO-Basis,KKW50,PJ
Biogene Benzintreibstoffe,2004,0.0,ZERO-Basis,KKW50,PJ
Biogene Benzintreibstoffe,2005,0.0,ZERO-Basis,KKW50,PJ
Biogene Benzintreibstoffe,2006,0.0,ZERO-Basis,KKW50,PJ
Biogene Benzintreibstoffe,2007,0.0,ZERO-Basis,KKW50,PJ
Biogene Benzintreibstoffe,2008,0.0,ZERO-Basis,KKW50,PJ
Biogene Benzintreibstoffe,2009,0.0,ZERO-Basis,KKW50,PJ
Biogene Benzintreibstoffe,2010,0.00250968434975984,ZERO-Basis,KKW50,PJ
Biogene Benzintreibstoffe,2011,0.11022411943499194,ZERO-Basis,KKW50,PJ
Biogene Benzintreibstoffe,2012,0.12562830185112264,ZERO-Basis,KKW50,PJ
Biogene Benzintreibstoffe,2013,0.12623629200841888,ZERO-Basis,KKW50,PJ
Biogene Benzintreibstoffe,2014,0.19537976941200658,ZERO-Basis,KKW50,PJ
Biogene Benzintreibstoffe,2015,0.5747576465032423,ZERO-Basis,KKW50,PJ
Biogene Benzintreibstoffe,2016,0.8373637698821891,ZERO-Basis,KKW50,PJ
